"exp","set_id","cond","A_level","B_level","role","context","sentence","critical_region","cq_question","cq_options","cq_answer","list","norm_status","note"
"E2","05","d","A2","B2","target","백화점 화장품 매장에서 직원이 50대 여성 고객의 피부 상태를 측정기로 확인한 뒤, 새로 나온 크림을 소개하며 말한다.","고객님, 이번에 나온 크림은 꽤 순합니다.","순합니다","","","","3","적격 — 사물 주어에 -시- 없음(청자 높임은 합쇼체로 유지)","A1=신체 부분(피부) / A2=상품·음식(크림) / 장면=백화점 화장품 매장(가게, 서비스 발화) / 화계=합쇼체 / 서술어 예민하다·순하다(모두 현재, 피부 관련 형용사) / 주어 음절 2·2 / 판정 근거: 피부는 청자의 신체 부분. 크림은 매장이 파는 신제품으로 청자 소유가 아님 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","06","a","A1","B1","target","대학생 손녀가 시골에 혼자 사는 친할머니와 전화 통화를 하며 말한다. 손녀가 자기가 신으려고 인터넷으로 주문한 신발이 주소를 잘못 적는 바람에 할머니 집으로 배송되었다.","할머니, 비가 와서 그런지 오늘도 허리가 많이 아프세요?","아프세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(할머니)|허리|화자 자신|높이려는 대상이 없다","듣는 사람(할머니)","3","적격 — 간접 높임(주어 '허리' = 청자의 신체 부분)","D-12 교체(2026-09-19 메인 세션): 이전 A2 주어('할머니가 부탁해 할머니 집에 도착한 파스')는 『표준 언어 예절』(2011) p.159가 간접 존대 근거로 든 '소유물'로 읽힐 수 있어(P4-03 검수) 설계 규칙(개인 소유물 배제) 위반. A2 주어를 화자가 주문한 물건으로 바꿔 청자와 무관하게 함. A1(a·b) 문장은 그대로 / A2 유형: 주문·예약한 것 / 주어 음절 2·2 유지"
"E2","06","b","A1","B2","target","대학생 손녀가 시골에 혼자 사는 친할머니와 전화 통화를 하며 말한다. 손녀가 자기가 신으려고 인터넷으로 주문한 신발이 주소를 잘못 적는 바람에 할머니 집으로 배송되었다.","할머니, 비가 와서 그런지 오늘도 허리가 많이 아파요?","아파요","","","","4","덜 선호 — 간접 높임 생략(주어 '허리' = 청자의 신체 부분, 청자 높임은 해요체로 유지)","D-12 교체(2026-09-19 메인 세션): 이전 A2 주어('할머니가 부탁해 할머니 집에 도착한 파스')는 『표준 언어 예절』(2011) p.159가 간접 존대 근거로 든 '소유물'로 읽힐 수 있어(P4-03 검수) 설계 규칙(개인 소유물 배제) 위반. A2 주어를 화자가 주문한 물건으로 바꿔 청자와 무관하게 함. A1(a·b) 문장은 그대로 / A2 유형: 주문·예약한 것 / 주어 음절 2·2 유지"
"E2","06","c","A2","B1","target","대학생 손녀가 시골에 혼자 사는 친할머니와 전화 통화를 하며 말한다. 손녀가 자기가 신으려고 인터넷으로 주문한 신발이 주소를 잘못 적는 바람에 할머니 집으로 배송되었다.","할머니, 제가 주문한 신발이 오늘 그쪽으로 잘못 도착하셨어요?","도착하셨어요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(할머니)|신발|화자 자신|높이려는 대상이 없다","듣는 사람(할머니)","1","비표준 — 사물 높임(주어 '신발' = 화자가 주문한 물건, 청자의 소유·속성 아님)","D-12 교체(2026-09-19 메인 세션): 이전 A2 주어('할머니가 부탁해 할머니 집에 도착한 파스')는 『표준 언어 예절』(2011) p.159가 간접 존대 근거로 든 '소유물'로 읽힐 수 있어(P4-03 검수) 설계 규칙(개인 소유물 배제) 위반. A2 주어를 화자가 주문한 물건으로 바꿔 청자와 무관하게 함. A1(a·b) 문장은 그대로 / A2 유형: 주문·예약한 것 / 주어 음절 2·2 유지"
"E2","06","d","A2","B2","target","대학생 손녀가 시골에 혼자 사는 친할머니와 전화 통화를 하며 말한다. 손녀가 자기가 신으려고 인터넷으로 주문한 신발이 주소를 잘못 적는 바람에 할머니 집으로 배송되었다.","할머니, 제가 주문한 신발이 오늘 그쪽으로 잘못 도착했어요?","도착했어요","","","","2","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","D-12 교체(2026-09-19 메인 세션): 이전 A2 주어('할머니가 부탁해 할머니 집에 도착한 파스')는 『표준 언어 예절』(2011) p.159가 간접 존대 근거로 든 '소유물'로 읽힐 수 있어(P4-03 검수) 설계 규칙(개인 소유물 배제) 위반. A2 주어를 화자가 주문한 물건으로 바꿔 청자와 무관하게 함. A1(a·b) 문장은 그대로 / A2 유형: 주문·예약한 것 / 주어 음절 2·2 유지"
"E2","07","a","A1","B1","target","보건소에서 간호사가 혈압을 재러 온 70대 남성에게 측정 결과를 알려 준 뒤, 2층 진료실로 올라가는 계단을 안내하며 말한다.","어르신, 오늘은 혈압이 평소보다 좀 높으세요.","높으세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(어르신)|혈압|화자 자신|높이려는 대상이 없다","듣는 사람(어르신)","2","적격 — 간접 높임(주어 '혈압' = 청자의 건강·기분)","A1=건강·기분(혈압) / A2=시설·장소(계단) / 장면=보건소(관공서·의료, 서비스 발화) / 화계=해요체 / 서술어 높다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈압은 청자의 건강 상태. 계단은 보건소 건물 시설로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","07","b","A1","B2","target","보건소에서 간호사가 혈압을 재러 온 70대 남성에게 측정 결과를 알려 준 뒤, 2층 진료실로 올라가는 계단을 안내하며 말한다.","어르신, 오늘은 혈압이 평소보다 좀 높아요.","높아요","","","","3","덜 선호 — 간접 높임 생략(주어 '혈압' = 청자의 건강·기분, 청자 높임은 해요체로 유지)","A1=건강·기분(혈압) / A2=시설·장소(계단) / 장면=보건소(관공서·의료, 서비스 발화) / 화계=해요체 / 서술어 높다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈압은 청자의 건강 상태. 계단은 보건소 건물 시설로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","07","c","A2","B1","target","보건소에서 간호사가 혈압을 재러 온 70대 남성에게 측정 결과를 알려 준 뒤, 2층 진료실로 올라가는 계단을 안내하며 말한다.","어르신, 여기는 계단이 보통보다 좀 높으세요.","높으세요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(어르신)|계단|화자 자신|높이려는 대상이 없다","듣는 사람(어르신)","4","비표준 — 사물 높임(주어 '계단' = 청자와 무관한 시설·장소)","A1=건강·기분(혈압) / A2=시설·장소(계단) / 장면=보건소(관공서·의료, 서비스 발화) / 화계=해요체 / 서술어 높다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈압은 청자의 건강 상태. 계단은 보건소 건물 시설로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","07","d","A2","B2","target","보건소에서 간호사가 혈압을 재러 온 70대 남성에게 측정 결과를 알려 준 뒤, 2층 진료실로 올라가는 계단을 안내하며 말한다.","어르신, 여기는 계단이 보통보다 좀 높아요.","높아요","","","","1","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","A1=건강·기분(혈압) / A2=시설·장소(계단) / 장면=보건소(관공서·의료, 서비스 발화) / 화계=해요체 / 서술어 높다(A1·A2 같은 서술어) / 주어 음절 2·2 / 판정 근거: 혈압은 청자의 건강 상태. 계단은 보건소 건물 시설로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","08","a","A1","B1","target","점심시간, 신입 사원이 같은 팀 팀장과 회사 구내식당 앞에 줄을 서서 새로 붙은 가격표를 보며 말한다. 팀장은 오전 회의 전까지 거래처 문제로 언짢아했다.","팀장님, 회의 끝나고 나서 기분이 많이 풀리셨네요.","풀리셨네요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(팀장님)|기분|화자 자신|높이려는 대상이 없다","듣는 사람(팀장님)","1","적격 — 간접 높임(주어 '기분' = 청자의 건강·기분)","A1=건강·기분(기분) / A2=가격·요금(밥값) / 장면=회사 구내식당(회사, 비서비스) / 화계=해요체 / 서술어 풀리다·비싸지다(모두 과거 + -네요) / 주어 음절 2·2 / 판정 근거: 기분은 청자의 감정 상태. 구내식당 밥값은 회사 식당의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","08","b","A1","B2","target","점심시간, 신입 사원이 같은 팀 팀장과 회사 구내식당 앞에 줄을 서서 새로 붙은 가격표를 보며 말한다. 팀장은 오전 회의 전까지 거래처 문제로 언짢아했다.","팀장님, 회의 끝나고 나서 기분이 많이 풀렸네요.","풀렸네요","","","","2","덜 선호 — 간접 높임 생략(주어 '기분' = 청자의 건강·기분, 청자 높임은 해요체로 유지)","A1=건강·기분(기분) / A2=가격·요금(밥값) / 장면=회사 구내식당(회사, 비서비스) / 화계=해요체 / 서술어 풀리다·비싸지다(모두 과거 + -네요) / 주어 음절 2·2 / 판정 근거: 기분은 청자의 감정 상태. 구내식당 밥값은 회사 식당의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","08","c","A2","B1","target","점심시간, 신입 사원이 같은 팀 팀장과 회사 구내식당 앞에 줄을 서서 새로 붙은 가격표를 보며 말한다. 팀장은 오전 회의 전까지 거래처 문제로 언짢아했다.","팀장님, 이번 달부터 구내식당 밥값이 많이 비싸지셨네요.","비싸지셨네요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(팀장님)|밥값|화자 자신|높이려는 대상이 없다","듣는 사람(팀장님)","3","비표준 — 사물 높임(주어 '밥값' = 청자와 무관한 가격·요금)","A1=건강·기분(기분) / A2=가격·요금(밥값) / 장면=회사 구내식당(회사, 비서비스) / 화계=해요체 / 서술어 풀리다·비싸지다(모두 과거 + -네요) / 주어 음절 2·2 / 판정 근거: 기분은 청자의 감정 상태. 구내식당 밥값은 회사 식당의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","08","d","A2","B2","target","점심시간, 신입 사원이 같은 팀 팀장과 회사 구내식당 앞에 줄을 서서 새로 붙은 가격표를 보며 말한다. 팀장은 오전 회의 전까지 거래처 문제로 언짢아했다.","팀장님, 이번 달부터 구내식당 밥값이 많이 비싸졌네요.","비싸졌네요","","","","4","적격 — 사물 주어에 -시- 없음(청자 높임은 해요체로 유지)","A1=건강·기분(기분) / A2=가격·요금(밥값) / 장면=회사 구내식당(회사, 비서비스) / 화계=해요체 / 서술어 풀리다·비싸지다(모두 과거 + -네요) / 주어 음절 2·2 / 판정 근거: 기분은 청자의 감정 상태. 구내식당 밥값은 회사 식당의 가격으로 청자와 무관 | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격)"
"E2","09","a","A1","B1","target","동네 약국에서 약사가 일주일 전 기침 감기약을 지어 간 80대 남성 단골에게 말한다. 이 남성은 그때 약국에 없던 연고를 따로 주문해 두었다.","어르신, 지난주에 비하면 기침이 많이 가라앉으셨어요.","가라앉으셨어요","이 말에서 화자가 '-시-'로 높이려는 대상은 누구입니까?","듣는 사람(어르신)|기침|화자 자신|높이려는 대상이 없다","듣는 사람(어르신)","4","적격 — 간접 높임(주어 '기침' = 청자의 건강·기분)","A1=건강·기분(기침) / A2=주문·예약한 것(연고) / 장면=약국(병원·약국, 서비스 발화) / 화계=해요체 / 서술어 가라앉다·들어오다(모두 과거) / 주어 음절 2·2 / 판정 근거: 기침은 청자의 건강 상태. 연고는 청자가 주문해 둔 약국 입고 상품(아직 청자가 받지 않음) | P4-03 검수: 판정 유지(a 적격·b 덜 선호·c 비표준·d 적격) | c는 『표준 언어 예절』(2011) 159쪽이 바른 경어법이 아니라고 든 '주문하신 커피 나오셨습니다'와 같은 구조(청자가 주문·예약한 뒤 아직 건네받지 않은 물건)라 비표준 판정이 규범과 맞음"
